Customer Id,Gender,Age,City,Signup Date,Order Id,Order Date,Restaurant Name,Dish Name,Category,Quantity,Price,Payment Method,Order Frequency,Last Order Date,Loyalty Points,Churned,Rating,Rating Date,Delivery Status
C2951,Other,Adult,Islamabad,"July 3, 2024",O6951,"April 22, 2025",Burger King,Sandwich,Dessert,2,$535.15,Card,27,"July 10, 2025",87,Active,5,"July 4, 2025",Cancelled
C6766,Male,Adult,Lahore,"December 14, 2024",O10766,"April 23, 2025",Burger King,Pasta,Chinese,2,$803.96,Cash,5,"November 20, 2024",283,Inactive,4,"January 14, 2025",Delivered
C2592,Male,Adult,Karachi,"April 16, 2024",O6592,"April 24, 2025",Burger King,Burger,Continental,2,"$1,298.33",Card,39,"December 27, 2024",55,Inactive,4,"September 14, 2024",Delayed
C2869,Other,Senior,Multan,"March 31, 2025",O6869,"April 24, 2025",Burger King,Pizza,Fast Food,1,$272.61,Card,7,"September 3, 2024",422,Inactive,3,"November 8, 2024",Delivered
C2815,Female,Senior,Multan,"January 27, 2024",O6815,"April 25, 2025",Burger King,Pasta,Italian,3,$560.78,Wallet,32,"September 21, 2024",16,Inactive,1,"November 11, 2024",Cancelled
C2108,Female,Senior,Peshawar,"June 19, 2025",O6108,"April 25, 2025",Burger King,Sandwich,Italian,4,"$1,362.25",Card,8,"November 2, 2024",354,Active,4,"August 14, 2025",Delivered
C3320,Male,Teenager,Lahore,"November 9, 2024",O7320,"April 26, 2025",Burger King,Pasta,Chinese,5,"$1,498.36",Cash,20,"February 6, 2025",103,Active,5,"October 5, 2024",Delayed
C1858,Female,Teenager,Peshawar,"December 22, 2024",O5858,"April 27, 2025",Burger King,Burger,Chinese,1,$429.47,Card,46,"February 28, 2025",461,Inactive,3,"June 20, 2025",Delivered
C4760,Other,Senior,Multan,"February 23, 2025",O8760,"April 27, 2025",Burger King,Pasta,Italian,1,"$1,359.23",Cash,21,"January 9, 2025",171,Active,4,"May 12, 2025",Delayed
C1374,Female,Teenager,Islamabad,"October 9, 2024",O5374,"April 27, 2025",Burger King,Pizza,Fast Food,1,$175.96,Cash,50,"December 30, 2024",236,Active,2,"June 16, 2025",Cancelled
C5645,Other,Adult,Karachi,"August 5, 2024",O9645,"April 28, 2025",Burger King,Pizza,Dessert,3,"$1,064.24",Card,44,"February 23, 2025",284,Active,5,"September 15, 2024",Delayed
C2234,Female,Adult,Islamabad,"February 27, 2024",O6234,"April 29, 2025",Burger King,Burger,Dessert,5,$171.17,Card,26,"June 29, 2025",479,Active,5,"March 12, 2025",Cancelled
C1963,Female,Senior,Karachi,"November 1, 2024",O5963,"April 29, 2025",Burger King,Sandwich,Dessert,1,$976.63,Cash,3,"August 31, 2024",181,Active,5,"September 27, 2024",Delayed
C1276,Male,Teenager,Peshawar,"May 16, 2024",O5276,"May 2, 2025",Burger King,Sandwich,Continental,1,"$1,375.87",Cash,40,"February 11, 2025",125,Active,5,"February 3, 2025",Cancelled
C1337,Female,Senior,Peshawar,"September 13, 2023",O5337,"May 2, 2025",Burger King,Burger,Chinese,1,$549.47,Wallet,42,"October 12, 2024",345,Active,3,"August 4, 2025",Delayed
C1441,Other,Adult,Lahore,"October 22, 2024",O5441,"May 2, 2025",Burger King,Burger,Continental,3,"$1,125.90",Cash,7,"June 21, 2025",175,Active,4,"August 19, 2025",Delayed
C4986,Female,Adult,Multan,"November 16, 2023",O8986,"May 2, 2025",Burger King,Pizza,Fast Food,4,$384.51,Cash,44,"May 17, 2025",209,Active,1,"November 29, 2024",Cancelled
C2571,Female,Senior,Multan,"March 19, 2025",O6571,"May 3, 2025",Burger King,Sandwich,Continental,5,$975.15,Card,27,"September 8, 2024",443,Active,5,"May 12, 2025",Delayed
C2307,Other,Teenager,Islamabad,"February 11, 2024",O6307,"May 3, 2025",Burger King,Sandwich,Dessert,2,"$1,196.77",Card,29,"February 24, 2025",227,Inactive,5,"August 18, 2025",Delayed
C6941,Female,Senior,Multan,"July 4, 2024",O10941,"May 3, 2025",Burger King,Burger,Italian,4,$935.99,Card,17,"March 30, 2025",158,Active,5,"November 26, 2024",Delivered
C6800,Other,Teenager,Multan,"August 14, 2024",O10800,"May 4, 2025",Burger King,Pizza,Continental,3,$548.68,Card,48,"March 26, 2025",260,Active,5,"August 24, 2024",Delivered
C3434,Female,Senior,Peshawar,"June 15, 2025",O7434,"May 4, 2025",Burger King,Sandwich,Dessert,1,"$1,168.05",Cash,48,"May 13, 2025",153,Inactive,3,"September 14, 2024",Delayed
C5991,Other,Senior,Karachi,"December 8, 2024",O9991,"May 5, 2025",Burger King,Burger,Continental,5,$353.94,Cash,42,"February 14, 2025",112,Inactive,1,"November 2, 2024",Delayed
C2515,Female,Adult,Karachi,"August 30, 2024",O6515,"May 5, 2025",Burger King,Fries,Fast Food,5,"$1,499.01",Wallet,18,"August 24, 2024",352,Active,5,"April 14, 2025",Delayed
C3741,Female,Senior,Lahore,"September 9, 2023",O7741,"May 6, 2025",Burger King,Fries,Fast Food,4,$352.18,Wallet,4,"April 28, 2025",479,Inactive,2,"October 31, 2024",Delayed
C5192,Male,Teenager,Peshawar,"January 13, 2024",O9192,"May 6, 2025",Burger King,Sandwich,Italian,3,"$1,004.25",Card,2,"January 5, 2025",45,Active,1,"July 20, 2025",Cancelled
C1009,Female,Teenager,Islamabad,"August 25, 2023",O5009,"May 7, 2025",Burger King,Pasta,Italian,2,$382.73,Card,7,"December 3, 2024",355,Active,5,"June 1, 2025",Delayed
C4706,Male,Senior,Peshawar,"October 10, 2023",O8706,"May 9, 2025",Burger King,Burger,Continental,1,$165.82,Card,13,"June 8, 2025",436,Inactive,5,"January 16, 2025",Delivered
C4564,Male,Adult,Islamabad,"September 19, 2023",O8564,"May 9, 2025",Burger King,Burger,Italian,4,$991.66,Card,20,"February 20, 2025",319,Active,3,"March 27, 2025",Delivered
C3937,Other,Teenager,Peshawar,"April 12, 2024",O7937,"May 11, 2025",Burger King,Burger,Dessert,5,$717.42,Cash,10,"June 3, 2025",139,Active,4,"June 29, 2025",Delayed
C6328,Male,Adult,Islamabad,"May 29, 2025",O10328,"May 13, 2025",Burger King,Sandwich,Italian,4,$412.23,Wallet,40,"January 8, 2025",222,Active,5,"October 17, 2024",Cancelled
C5871,Male,Senior,Islamabad,"November 11, 2023",O9871,"May 13, 2025",Burger King,Fries,Italian,3,"$1,321.33",Wallet,14,"May 10, 2025",251,Active,5,"August 26, 2024",Delivered
C6402,Male,Teenager,Lahore,"September 28, 2024",O10402,"May 14, 2025",Burger King,Sandwich,Chinese,2,$916.97,Card,13,"May 2, 2025",8,Inactive,4,"October 11, 2024",Delivered
C4353,Male,Teenager,Islamabad,"February 9, 2025",O8353,"May 14, 2025",Burger King,Burger,Italian,5,"$1,360.99",Wallet,17,"December 12, 2024",161,Inactive,4,"May 10, 2025",Delayed
C6974,Male,Senior,Multan,"August 24, 2023",O10974,"May 14, 2025",Burger King,Pasta,Fast Food,3,$165.98,Wallet,15,"May 15, 2025",478,Inactive,4,"February 5, 2025",Cancelled
C5709,Other,Teenager,Islamabad,"June 10, 2024",O9709,"May 15, 2025",Burger King,Fries,Continental,4,$850.24,Wallet,49,"September 7, 2024",176,Inactive,3,"November 21, 2024",Delivered
C2419,Other,Adult,Karachi,"March 13, 2025",O6419,"May 17, 2025",Burger King,Burger,Dessert,3,$619.63,Cash,32,"June 27, 2025",334,Inactive,1,"September 2, 2024",Delayed
C5140,Female,Senior,Islamabad,"May 18, 2025",O9140,"May 18, 2025",Burger King,Fries,Fast Food,2,$651.18,Card,28,"August 13, 2025",105,Active,1,"March 30, 2025",Delivered
C4135,Male,Teenager,Karachi,"October 7, 2024",O8135,"May 19, 2025",Burger King,Pasta,Fast Food,5,$295.69,Cash,39,"December 27, 2024",383,Inactive,4,"July 14, 2025",Delivered
C5609,Other,Adult,Peshawar,"February 19, 2025",O9609,"May 19, 2025",Burger King,Pasta,Fast Food,3,$691.15,Wallet,13,"July 8, 2025",437,Active,4,"October 10, 2024",Cancelled
C5098,Other,Senior,Karachi,"July 26, 2024",O9098,"May 19, 2025",Burger King,Burger,Continental,2,$568.40,Card,21,"February 15, 2025",162,Active,1,"February 6, 2025",Delayed
C3382,Other,Teenager,Karachi,"February 19, 2024",O7382,"May 20, 2025",Burger King,Pizza,Fast Food,4,$327.87,Card,38,"June 24, 2025",300,Active,2,"July 21, 2025",Delivered
C2038,Male,Adult,Lahore,"May 5, 2024",O6038,"May 20, 2025",Burger King,Pasta,Chinese,1,$603.52,Cash,36,"April 21, 2025",57,Active,5,"May 4, 2025",Cancelled
C1635,Female,Adult,Karachi,"March 9, 2024",O5635,"May 20, 2025",Burger King,Fries,Continental,3,$416.49,Cash,32,"July 25, 2025",165,Inactive,2,"November 30, 2024",Delayed
C5814,Male,Teenager,Islamabad,"September 28, 2023",O9814,"May 20, 2025",Burger King,Burger,Continental,2,$161.73,Cash,6,"August 20, 2025",8,Active,4,"January 6, 2025",Delivered
C2121,Male,Senior,Peshawar,"September 6, 2023",O6121,"May 20, 2025",Burger King,Pasta,Continental,4,$583.54,Wallet,13,"February 2, 2025",490,Active,2,"April 12, 2025",Delayed
C5998,Female,Adult,Karachi,"February 23, 2025",O9998,"May 21, 2025",Burger King,Burger,Dessert,1,"$1,496.02",Card,18,"October 18, 2024",211,Inactive,5,"October 4, 2024",Cancelled
C5190,Other,Senior,Peshawar,"June 11, 2025",O9190,"May 21, 2025",Burger King,Pasta,Chinese,4,$624.79,Card,43,"April 30, 2025",441,Inactive,5,"January 6, 2025",Delivered
C6179,Male,Adult,Islamabad,"April 6, 2024",O10179,"May 24, 2025",Burger King,Pasta,Continental,4,$121.10,Wallet,23,"December 17, 2024",123,Active,4,"May 31, 2025",Delayed
C1745,Female,Senior,Karachi,"February 4, 2025",O5745,"May 25, 2025",Burger King,Sandwich,Fast Food,3,$327.59,Wallet,50,"December 22, 2024",309,Active,4,"October 27, 2024",Cancelled
C3480,Other,Teenager,Karachi,"February 20, 2024",O7480,"May 25, 2025",Burger King,Fries,Italian,5,"$1,141.03",Wallet,49,"March 13, 2025",115,Inactive,5,"June 1, 2025",Delivered
C2186,Other,Teenager,Peshawar,"January 21, 2024",O6186,"May 26, 2025",Burger King,Pizza,Continental,5,$720.30,Wallet,13,"October 1, 2024",271,Active,3,"June 6, 2025",Cancelled
C3520,Female,Adult,Karachi,"April 2, 2024",O7520,"May 26, 2025",Burger King,Pasta,Dessert,5,$479.24,Cash,1,"October 10, 2024",251,Inactive,5,"February 24, 2025",Delayed
C6741,Other,Senior,Multan,"November 15, 2024",O10741,"May 26, 2025",Burger King,Fries,Dessert,2,$933.90,Cash,19,"October 10, 2024",152,Inactive,4,"March 14, 2025",Delivered
C5977,Female,Teenager,Lahore,"April 25, 2024",O9977,"May 27, 2025",Burger King,Sandwich,Italian,4,$882.35,Card,42,"September 12, 2024",248,Inactive,5,"April 16, 2025",Delayed
C1333,Female,Senior,Peshawar,"October 10, 2023",O5333,"May 27, 2025",Burger King,Burger,Italian,4,"$1,197.23",Cash,50,"February 21, 2025",406,Inactive,4,"July 25, 2025",Cancelled
C5966,Female,Teenager,Karachi,"September 2, 2024",O9966,"May 28, 2025",Burger King,Fries,Fast Food,3,$324.74,Cash,40,"February 23, 2025",376,Active,2,"December 2, 2024",Delayed
C4702,Male,Teenager,Karachi,"May 10, 2025",O8702,"May 29, 2025",Burger King,Fries,Dessert,4,$127.31,Wallet,47,"December 3, 2024",420,Active,2,"September 16, 2024",Delivered
C3892,Female,Adult,Islamabad,"August 15, 2024",O7892,"May 29, 2025",Burger King,Burger,Fast Food,4,$622.64,Cash,23,"April 11, 2025",239,Active,1,"November 7, 2024",Delayed
C1700,Other,Adult,Islamabad,"November 9, 2023",O5700,"May 29, 2025",Burger King,Sandwich,Italian,1,$161.67,Wallet,40,"October 22, 2024",104,Inactive,5,"January 3, 2025",Delivered
C3339,Female,Teenager,Lahore,"July 26, 2025",O7339,"May 31, 2025",Burger King,Sandwich,Continental,3,"$1,345.26",Cash,33,"September 25, 2024",303,Active,4,"April 6, 2025",Delayed
C1600,Male,Adult,Lahore,"February 24, 2025",O5600,"June 1, 2025",Burger King,Burger,Fast Food,1,$977.55,Card,23,"September 20, 2024",369,Inactive,2,"January 18, 2025",Delivered
C6253,Other,Adult,Islamabad,"January 8, 2025",O10253,"June 2, 2025",Burger King,Sandwich,Chinese,4,$684.57,Wallet,5,"June 10, 2025",255,Active,2,"December 2, 2024",Delivered
C6913,Male,Adult,Multan,"January 31, 2025",O10913,"June 4, 2025",Burger King,Fries,Continental,2,$773.38,Card,14,"December 15, 2024",131,Inactive,4,"June 30, 2025",Delayed
C6716,Other,Teenager,Peshawar,"January 20, 2025",O10716,"June 5, 2025",Burger King,Sandwich,Italian,2,$678.20,Card,4,"March 28, 2025",458,Active,3,"December 14, 2024",Delivered
C3513,Male,Senior,Karachi,"July 20, 2024",O7513,"June 5, 2025",Burger King,Pasta,Italian,2,$380.28,Card,30,"November 8, 2024",50,Inactive,1,"November 25, 2024",Delivered
C6107,Male,Senior,Multan,"March 26, 2024",O10107,"June 6, 2025",Burger King,Sandwich,Fast Food,1,$742.73,Cash,41,"December 10, 2024",421,Inactive,3,"April 20, 2025",Delivered
C2171,Female,Teenager,Multan,"December 26, 2023",O6171,"June 6, 2025",Burger King,Sandwich,Italian,1,$929.78,Wallet,45,"December 17, 2024",137,Active,3,"August 24, 2024",Delayed
C6436,Male,Teenager,Islamabad,"December 25, 2023",O10436,"June 6, 2025",Burger King,Pizza,Dessert,3,$780.32,Card,26,"November 29, 2024",194,Active,5,"September 6, 2024",Delayed
C2635,Male,Teenager,Islamabad,"August 19, 2025",O6635,"June 7, 2025",Burger King,Pasta,Fast Food,4,$608.96,Cash,39,"June 14, 2025",427,Active,5,"April 30, 2025",Delayed
C4315,Other,Adult,Multan,"February 12, 2025",O8315,"June 7, 2025",Burger King,Burger,Chinese,5,$173.87,Wallet,12,"August 31, 2024",321,Active,4,"October 19, 2024",Cancelled
C3207,Other,Senior,Karachi,"March 6, 2024",O7207,"June 8, 2025",Burger King,Sandwich,Continental,2,$120.09,Cash,29,"March 24, 2025",424,Active,4,"May 23, 2025",Delayed
C1699,Other,Senior,Multan,"February 21, 2025",O5699,"June 8, 2025",Burger King,Fries,Fast Food,2,$921.45,Wallet,15,"June 15, 2025",474,Active,2,"April 27, 2025",Cancelled
C2739,Female,Adult,Islamabad,"March 8, 2025",O6739,"June 9, 2025",Burger King,Fries,Dessert,3,$261.51,Wallet,3,"April 12, 2025",295,Active,5,"December 6, 2024",Delayed
C1730,Female,Adult,Lahore,"November 11, 2024",O5730,"June 9, 2025",Burger King,Sandwich,Chinese,4,$927.62,Wallet,33,"February 6, 2025",482,Inactive,5,"July 30, 2025",Delayed
C1491,Other,Teenager,Peshawar,"December 20, 2023",O5491,"June 10, 2025",Burger King,Pizza,Continental,4,$528.92,Card,10,"April 6, 2025",105,Inactive,1,"November 3, 2024",Cancelled
C5734,Other,Senior,Islamabad,"May 11, 2024",O9734,"June 10, 2025",Burger King,Pasta,Dessert,5,"$1,085.43",Cash,8,"June 2, 2025",88,Inactive,3,"January 6, 2025",Delayed
C3876,Other,Teenager,Islamabad,"February 5, 2024",O7876,"June 10, 2025",Burger King,Pizza,Dessert,2,"$1,048.82",Wallet,16,"January 15, 2025",479,Inactive,1,"January 14, 2025",Cancelled
C3874,Male,Senior,Multan,"November 21, 2023",O7874,"June 10, 2025",Burger King,Fries,Fast Food,5,$676.02,Card,10,"May 30, 2025",80,Inactive,2,"July 31, 2025",Cancelled
C3409,Female,Senior,Multan,"November 19, 2024",O7409,"June 10, 2025",Burger King,Pizza,Italian,3,$402.35,Cash,13,"March 17, 2025",164,Inactive,1,"July 17, 2025",Cancelled
C6803,Female,Teenager,Karachi,"September 15, 2023",O10803,"June 11, 2025",Burger King,Burger,Italian,1,$285.99,Cash,16,"December 11, 2024",345,Active,2,"April 25, 2025",Delivered
C4950,Female,Teenager,Multan,"December 24, 2024",O8950,"June 11, 2025",Burger King,Fries,Continental,3,$433.82,Cash,19,"October 9, 2024",249,Active,5,"March 31, 2025",Delayed
C3595,Male,Senior,Peshawar,"July 16, 2025",O7595,"June 11, 2025",Burger King,Pizza,Italian,3,$121.69,Card,44,"December 27, 2024",207,Inactive,4,"October 16, 2024",Cancelled
C6066,Other,Teenager,Multan,"November 6, 2024",O10066,"June 11, 2025",Burger King,Sandwich,Fast Food,2,"$1,430.67",Card,45,"November 30, 2024",370,Inactive,3,"February 24, 2025",Cancelled
C3301,Other,Teenager,Karachi,"April 2, 2024",O7301,"June 11, 2025",Burger King,Sandwich,Chinese,2,$835.84,Wallet,25,"September 10, 2024",421,Active,3,"May 16, 2025",Cancelled
C3678,Male,Teenager,Lahore,"July 6, 2024",O7678,"June 12, 2025",Burger King,Pasta,Fast Food,4,$305.44,Wallet,9,"January 9, 2025",182,Inactive,1,"December 20, 2024",Delivered
C2750,Other,Teenager,Peshawar,"June 18, 2025",O6750,"June 12, 2025",Burger King,Pizza,Dessert,1,$231.36,Wallet,33,"July 28, 2025",284,Active,4,"June 18, 2025",Cancelled
C5614,Male,Teenager,Karachi,"January 25, 2024",O9614,"June 15, 2025",Burger King,Fries,Dessert,2,$446.11,Cash,26,"July 24, 2025",500,Inactive,3,"August 23, 2024",Delayed
C2629,Female,Adult,Lahore,"September 17, 2024",O6629,"June 15, 2025",Burger King,Burger,Continental,4,$244.72,Wallet,19,"July 2, 2025",199,Active,1,"November 21, 2024",Delayed
C1099,Male,Senior,Multan,"February 18, 2025",O5099,"June 17, 2025",Burger King,Fries,Fast Food,5,"$1,108.18",Cash,2,"January 5, 2025",149,Active,3,"September 7, 2024",Cancelled
C2292,Other,Adult,Lahore,"December 5, 2023",O6292,"June 17, 2025",Burger King,Pizza,Chinese,4,$796.43,Cash,40,"June 27, 2025",95,Active,2,"March 19, 2025",Delivered
C2452,Female,Teenager,Karachi,"May 31, 2024",O6452,"June 18, 2025",Burger King,Sandwich,Dessert,4,"$1,407.37",Card,24,"November 5, 2024",446,Active,4,"July 23, 2025",Delayed
C2918,Other,Teenager,Islamabad,"March 18, 2024",O6918,"June 18, 2025",Burger King,Burger,Continental,3,$891.09,Wallet,35,"July 21, 2025",182,Active,1,"June 13, 2025",Delayed
C6879,Other,Senior,Peshawar,"July 10, 2024",O10879,"June 19, 2025",Burger King,Pizza,Italian,1,$810.10,Cash,23,"September 24, 2024",338,Inactive,2,"May 8, 2025",Cancelled
C2675,Male,Adult,Lahore,"January 4, 2025",O6675,"June 21, 2025",Burger King,Sandwich,Italian,2,$918.39,Card,5,"August 16, 2025",33,Inactive,3,"February 1, 2025",Delayed
C1924,Female,Teenager,Lahore,"June 21, 2025",O5924,"June 22, 2025",Burger King,Sandwich,Fast Food,2,$267.90,Card,22,"December 3, 2024",44,Active,1,"January 28, 2025",Cancelled
C6621,Male,Teenager,Lahore,"March 10, 2024",O10621,"June 22, 2025",Burger King,Pasta,Chinese,4,$645.97,Cash,49,"April 12, 2025",237,Active,4,"April 21, 2025",Cancelled
C4467,Female,Teenager,Peshawar,"December 3, 2024",O8467,"June 22, 2025",Burger King,Burger,Chinese,1,$420.03,Cash,30,"July 3, 2025",471,Active,1,"August 16, 2025",Delayed
C6923,Female,Senior,Islamabad,"April 19, 2024",O10923,"June 24, 2025",Burger King,Sandwich,Continental,2,$993.33,Wallet,33,"October 20, 2024",117,Inactive,2,"June 2, 2025",Delayed
C5629,Other,Teenager,Peshawar,"July 31, 2025",O9629,"June 24, 2025",Burger King,Fries,Italian,5,"$1,228.51",Wallet,44,"January 4, 2025",406,Active,2,"September 2, 2024",Delayed
C2029,Other,Adult,Peshawar,"January 17, 2025",O6029,"June 25, 2025",Burger King,Pasta,Fast Food,1,"$1,372.83",Cash,4,"September 9, 2024",400,Inactive,1,"March 13, 2025",Delivered
C6486,Other,Teenager,Multan,"January 28, 2024",O10486,"June 26, 2025",Burger King,Fries,Continental,5,"$1,305.89",Wallet,17,"March 4, 2025",185,Inactive,3,"September 17, 2024",Delivered
C5886,Female,Adult,Islamabad,"February 28, 2025",O9886,"June 26, 2025",Burger King,Fries,Continental,3,"$1,238.56",Card,6,"November 11, 2024",403,Inactive,2,"January 8, 2025",Cancelled
C2849,Male,Adult,Peshawar,"December 21, 2023",O6849,"June 28, 2025",Burger King,Sandwich,Dessert,3,$862.10,Wallet,8,"August 13, 2025",123,Active,1,"November 2, 2024",Cancelled
C3657,Other,Senior,Lahore,"November 5, 2023",O7657,"July 1, 2025",Burger King,Sandwich,Chinese,4,"$1,181.44",Wallet,29,"May 16, 2025",32,Active,4,"April 5, 2025",Delivered
C1419,Other,Adult,Karachi,"October 28, 2024",O5419,"July 3, 2025",Burger King,Pizza,Italian,4,$119.07,Card,6,"August 21, 2025",470,Inactive,5,"August 26, 2024",Delayed
C2222,Other,Senior,Lahore,"July 19, 2025",O6222,"July 3, 2025",Burger King,Pasta,Chinese,5,$668.46,Cash,37,"April 18, 2025",48,Active,5,"January 3, 2025",Cancelled
C2323,Other,Senior,Multan,"May 10, 2025",O6323,"July 5, 2025",Burger King,Pasta,Italian,3,$405.58,Cash,8,"February 13, 2025",203,Inactive,3,"March 9, 2025",Cancelled
C2600,Other,Adult,Peshawar,"April 15, 2025",O6600,"July 5, 2025",Burger King,Sandwich,Dessert,5,"$1,179.15",Wallet,6,"September 2, 2024",378,Inactive,4,"August 31, 2024",Delayed
C4515,Male,Adult,Peshawar,"January 11, 2025",O8515,"July 5, 2025",Burger King,Fries,Fast Food,3,$650.40,Wallet,29,"July 23, 2025",84,Active,3,"February 24, 2025",Delivered
C4498,Male,Teenager,Lahore,"October 11, 2023",O8498,"July 7, 2025",Burger King,Pasta,Continental,5,"$1,116.92",Wallet,50,"May 24, 2025",392,Inactive,5,"December 30, 2024",Delivered
C4673,Other,Adult,Islamabad,"November 29, 2024",O8673,"July 7, 2025",Burger King,Pizza,Dessert,3,$981.76,Wallet,17,"September 21, 2024",131,Inactive,2,"May 31, 2025",Delayed
C2320,Male,Teenager,Karachi,"December 1, 2024",O6320,"July 7, 2025",Burger King,Fries,Continental,4,"$1,256.21",Cash,4,"August 25, 2024",34,Active,2,"December 13, 2024",Delayed
C5231,Male,Senior,Multan,"December 16, 2023",O9231,"July 8, 2025",Burger King,Burger,Chinese,1,"$1,160.70",Card,25,"April 5, 2025",371,Active,1,"September 4, 2024",Delayed
C5396,Female,Adult,Karachi,"July 6, 2025",O9396,"July 10, 2025",Burger King,Sandwich,Continental,1,$728.79,Card,34,"August 29, 2024",172,Active,2,"February 7, 2025",Delayed
C2547,Other,Adult,Karachi,"March 6, 2025",O6547,"July 11, 2025",Burger King,Burger,Chinese,4,$813.30,Cash,25,"September 15, 2024",308,Active,3,"February 10, 2025",Delayed
C4703,Male,Adult,Multan,"June 24, 2025",O8703,"July 12, 2025",Burger King,Burger,Continental,1,$838.08,Card,6,"February 18, 2025",14,Inactive,1,"August 22, 2024",Cancelled
C6659,Female,Senior,Islamabad,"October 24, 2024",O10659,"July 12, 2025",Burger King,Pizza,Dessert,4,$856.25,Wallet,19,"September 30, 2024",331,Active,2,"September 29, 2024",Delivered
C5662,Other,Adult,Islamabad,"April 7, 2025",O9662,"July 14, 2025",Burger King,Burger,Fast Food,2,"$1,364.09",Cash,3,"May 2, 2025",141,Active,1,"June 30, 2025",Delivered
C3072,Male,Senior,Peshawar,"December 25, 2024",O7072,"July 15, 2025",Burger King,Pasta,Dessert,2,$855.91,Cash,39,"June 17, 2025",169,Inactive,3,"January 28, 2025",Cancelled
C3036,Male,Adult,Karachi,"September 23, 2023",O7036,"July 17, 2025",Burger King,Sandwich,Continental,2,"$1,258.93",Wallet,14,"April 29, 2025",15,Inactive,2,"November 3, 2024",Delivered
C1208,Male,Adult,Karachi,"April 27, 2024",O5208,"July 18, 2025",Burger King,Pasta,Dessert,2,"$1,382.25",Cash,20,"December 29, 2024",423,Active,1,"August 16, 2025",Delayed
C3790,Female,Adult,Islamabad,"September 22, 2024",O7790,"July 18, 2025",Burger King,Fries,Fast Food,4,$542.53,Cash,11,"August 31, 2024",62,Active,3,"April 4, 2025",Delivered
C3776,Other,Adult,Peshawar,"October 2, 2023",O7776,"July 19, 2025",Burger King,Sandwich,Continental,4,$875.57,Card,24,"October 22, 2024",62,Inactive,5,"November 11, 2024",Delayed
C4542,Other,Teenager,Multan,"July 25, 2024",O8542,"July 19, 2025",Burger King,Sandwich,Italian,4,$935.31,Card,9,"December 12, 2024",236,Inactive,3,"August 12, 2025",Delivered
C6626,Male,Teenager,Islamabad,"December 20, 2024",O10626,"July 20, 2025",Burger King,Pizza,Fast Food,5,$832.52,Wallet,14,"May 11, 2025",493,Inactive,1,"March 7, 2025",Delayed
C4201,Other,Senior,Peshawar,"September 17, 2024",O8201,"July 21, 2025",Burger King,Sandwich,Italian,3,"$1,072.21",Cash,8,"June 13, 2025",206,Active,4,"June 9, 2025",Cancelled
C1042,Female,Senior,Karachi,"August 16, 2024",O5042,"July 21, 2025",Burger King,Pizza,Chinese,3,$186.03,Card,8,"September 13, 2024",13,Active,2,"May 30, 2025",Cancelled
C1163,Other,Teenager,Islamabad,"July 20, 2024",O5163,"July 21, 2025",Burger King,Pasta,Italian,1,$328.80,Wallet,31,"June 25, 2025",336,Inactive,5,"April 3, 2025",Delayed
C6073,Female,Adult,Multan,"September 1, 2023",O10073,"July 22, 2025",Burger King,Burger,Chinese,4,$572.34,Cash,16,"November 10, 2024",461,Inactive,5,"June 17, 2025",Cancelled
C2023,Other,Teenager,Islamabad,"July 9, 2024",O6023,"July 22, 2025",Burger King,Sandwich,Continental,5,$145.81,Cash,21,"September 27, 2024",91,Active,1,"September 13, 2024",Delayed
C3077,Female,Senior,Peshawar,"July 13, 2024",O7077,"July 22, 2025",Burger King,Fries,Continental,3,$718.02,Cash,40,"March 17, 2025",432,Active,1,"October 8, 2024",Cancelled
C6225,Female,Teenager,Peshawar,"October 6, 2024",O10225,"July 23, 2025",Burger King,Fries,Italian,2,"$1,228.67",Cash,39,"December 28, 2024",183,Active,1,"July 8, 2025",Cancelled
C6349,Other,Teenager,Karachi,"December 23, 2024",O10349,"July 24, 2025",Burger King,Pasta,Italian,4,"$1,031.56",Card,33,"December 2, 2024",435,Inactive,2,"May 12, 2025",Delivered
C3863,Male,Senior,Peshawar,"January 29, 2024",O7863,"July 24, 2025",Burger King,Pizza,Fast Food,4,$630.11,Wallet,41,"October 5, 2024",108,Active,4,"May 16, 2025",Delayed
C6105,Other,Senior,Multan,"April 23, 2024",O10105,"July 25, 2025",Burger King,Pizza,Dessert,1,$325.01,Wallet,4,"August 28, 2024",364,Active,3,"September 23, 2024",Delayed
C5572,Other,Adult,Multan,"August 11, 2024",O9572,"July 26, 2025",Burger King,Sandwich,Italian,4,$916.95,Wallet,37,"June 19, 2025",55,Active,2,"August 25, 2024",Cancelled
C6989,Female,Teenager,Islamabad,"May 1, 2024",O10989,"July 26, 2025",Burger King,Burger,Italian,5,$649.35,Wallet,3,"January 5, 2025",301,Active,3,"February 10, 2025",Delivered
C3275,Male,Senior,Peshawar,"April 17, 2024",O7275,"July 27, 2025",Burger King,Pizza,Chinese,3,$106.66,Card,16,"September 24, 2024",76,Active,1,"August 1, 2025",Delayed
C5672,Female,Teenager,Islamabad,"June 4, 2025",O9672,"July 28, 2025",Burger King,Burger,Italian,5,$494.93,Card,5,"October 2, 2024",118,Inactive,5,"October 22, 2024",Delayed
C6729,Female,Adult,Karachi,"November 13, 2023",O10729,"July 28, 2025",Burger King,Pasta,Chinese,3,$673.37,Cash,16,"November 19, 2024",161,Inactive,5,"March 26, 2025",Delivered
